Id,Name,Surname,City,OfficialEmail,Birthday,SSN
902383,Adelaide,Capon,Vicarello,s902383@students.politu.it,7/13/2001,JF18141157
902384,Germano,Arcuri,Roccasecca Stazione,s902384@students.politu.it,7/14/1992,KY17281466
902385,Colombano,Lombardo,Antignano D'Asti,s902385@students.politu.it,7/14/1993,YJ43732275
902386,Brunilde,Sabbatini,Pico,s902386@students.politu.it,7/14/1994,MG31878833
902387,Gaudenzia,Endrizzi,Rivarolo Ligure,s902387@students.politu.it,7/14/1997,HP42015357
902388,Virgilia,Lucchese,San Martino In Campo,s902388@students.politu.it,7/14/2001,MK47454688
902389,Carmelo,Onio,Castro Marina,s902389@students.politu.it,7/14/2001,YX26505378
902390,Ivo,Fiorentini,Monastero,s902390@students.politu.it,7/15/1993,WV90161434
902391,Achille,Calabrese,Lago Boracifera,s902391@students.politu.it,7/15/1995,CG85224972
902392,Bartolomeo,Toscano,Tiggiano,s902392@students.politu.it,7/15/2000,SZ19691522
902393,Marta,Fiorentini,Nibbiaia,s902393@students.politu.it,7/16/1992,VW8636270
902394,Alma,Lori,Rezzago,s902394@students.politu.it,7/16/1993,FG90704383
902395,Andrea,Panicucci,Figline Di Prato,s902395@students.politu.it,7/16/1993,LI33594297
902396,Giorgio,Trentini,Bigliolo,s902396@students.politu.it,7/16/1994,JK55447384
902397,Alfonso,Trentini,Mioglia,s902397@students.politu.it,7/16/1995,TP42007256
902398,Tranquilla,Angelo,Fossalon,s902398@students.politu.it,7/16/1996,WA66462131
902399,Berardo,Rossi,San Felice,s902399@students.politu.it,7/16/1996,KV43401836
902400,Ida ,Lorenzo,Deposito Di Luzzi,s902400@students.politu.it,7/16/1997,OG59580885
902401,Ausonio,Pagnotto,Brecciarola,s902401@students.politu.it,7/16/1997,LL49933161
902402,Alvise,Trevisani,Settimo Milanese,s902402@students.politu.it,7/16/1999,BY41726480
902403,Gofreddo,Sagese,Vallo Di Nera,s902403@students.politu.it,7/16/2000,UH43938014
902404,Michelina,Lettiere,Belmonte Del Sannio,s902404@students.politu.it,7/16/2000,MU3502622
902405,Albina,Milano,Villa Rovere,s902405@students.politu.it,7/16/2001,RJ27389123
902406,Tiziana,Boni,Summaga,s902406@students.politu.it,7/17/1993,VT65802158
902407,Rufina,Zetticci,Agnano,s902407@students.politu.it,7/17/1994,EU8961646
902408,Simonetta,Esposito,Cosio Di Arroscia,s902408@students.politu.it,7/17/1995,GF59642440
902409,Debora,Ferrari,Mignano Monte Lungo,s902409@students.politu.it,7/17/1996,RG80794221
902410,Ave,Siciliano,Pian Di Sco,s902410@students.politu.it,7/17/1997,MD38407447
902411,Giorgia,Fiorentini,Calvo,s902411@students.politu.it,7/18/1995,EK37909202
902412,Deodato,Greco,Misitano,s902412@students.politu.it,7/18/1998,HB51199827
902413,Placido,Costa,Ferno,s902413@students.politu.it,7/19/1997,OA57704949
902414,Cettina,Udinese,Tufara,s902414@students.politu.it,7/19/2000,WV11633202
902415,Battista,Piccio,Padova,s902415@students.politu.it,7/19/2001,SS63786572
902416,Nunzio,Ferrari,Campana,s902416@students.politu.it,7/20/1993,EO33273408
902417,Arturo,Longo,Galliate,s902417@students.politu.it,7/20/1994,PX85133670
902418,Marino,Zito,Moresco,s902418@students.politu.it,7/20/1997,GE4578886
902419,Beatrice,Manna,Graglia Bagni,s902419@students.politu.it,7/20/2000,SQ16439058
902420,Urbano,Angelo,Borgata Mezzanone,s902420@students.politu.it,7/20/2000,NG72930735
902421,Sergio,Arcuri,Sadali,s902421@students.politu.it,7/20/2000,UP8709909
902422,Gemma,Udinese,San Giovanni Di Zambrone,s902422@students.politu.it,7/21/1992,QR39100862
902423,Rocco,Ricci,Laghetto Di Castel Gandolfo,s902423@students.politu.it,7/21/1994,YQ98209281
902424,Paciano,Iadanza,Rocca De' Giorgi,s902424@students.politu.it,7/21/1997,RT4526486
902425,Ileana,Lucchesi,Summaga,s902425@students.politu.it,7/21/1997,VL80141810
902426,Lodovica,Gallo,Porto Sant'Elpidio,s902426@students.politu.it,7/21/1998,TN18964794
902427,Azelio,Fiorentini,Arcara,s902427@students.politu.it,7/21/1999,ZQ61121319
902428,Ernesto,Baresi,San Domino,s902428@students.politu.it,7/21/1999,UX94268095
902429,Quirico,Pirozzi,Trivignano Udinese,s902429@students.politu.it,7/21/2001,MR49787492
902430,Abele,Marcelo,Nucetto,s902430@students.politu.it,7/22/1992,GR85745664
902431,Selene,Mancini,Cappuccini,s902431@students.politu.it,7/22/1993,OQ30077911
902432,Pia,Lucciano,Frattura Di Scanno,s902432@students.politu.it,7/22/1999,SK67819807
902433,Elvira,Dellucci,Serrano,s902433@students.politu.it,7/23/1992,VU45566506
902434,Bruno,Napolitani,Sala Monferrato,s902434@students.politu.it,7/23/1993,UO4963861
902435,Guarino,Calabresi,Abetina Vallesana,s902435@students.politu.it,7/23/1994,WL84118371
902436,Crescenzo,Pugliesi,Stupinigi,s902436@students.politu.it,7/23/1994,JN44932720
902437,Luigia,Pirozzi,Vaciglio,s902437@students.politu.it,7/23/1995,KM65567437
902438,Ulderico,Zetticci,Rio Salso,s902438@students.politu.it,7/23/2000,TI78149777
902439,Lionello,Manna,Tubre,s902439@students.politu.it,7/23/2001,BE64298555
902440,Barnaba,Castiglione,Agrigento,s902440@students.politu.it,7/23/2001,JH91197510
902441,Frediana,Fanucci,Sant'Angelo Gerocarne,s902441@students.politu.it,7/24/1993,KB44796924
902442,Cino,Lucchesi,Alessano,s902442@students.politu.it,7/24/1994,YM19386740
902443,Cosimo,Pirozzi,Interporto Bentivoglio,s902443@students.politu.it,7/24/1994,ZT22922173
902444,Marianna,Cattaneo,Stanghella,s902444@students.politu.it,7/24/1995,YQ48449815
902445,Irmina,Ferrari,Santo Spirito,s902445@students.politu.it,7/24/1995,XG68110649
902446,Matteo,Pugliesi,Tusa,s902446@students.politu.it,7/24/1997,GB10156263
902447,Eulalia,Manna,Caravonica,s902447@students.politu.it,7/24/1997,XR86771539
902448,Ennio,Lori,Ponzone,s902448@students.politu.it,7/24/1999,DQ64240969
902449,Nazario,Iadanza,San Martino Di Sessa Aurunca,s902449@students.politu.it,7/24/2000,FW3583246
902450,Vala ,Lucchese,Penango,s902450@students.politu.it,7/24/2000,WG15109767
902451,Lea,Sabbatini,Demonte,s902451@students.politu.it,7/24/2001,AA29958374
902452,Melania,Lucciano,Torchiarolo,s902452@students.politu.it,7/25/1996,GV76137496
902453,Amalia,Baresi,Lido Spina,s902453@students.politu.it,7/25/1997,IL70752400
902454,Clemente,Lombardo,Usmate,s902454@students.politu.it,7/25/1998,RS3592128
902455,Annunziata,Zetticci,Cernobbio Grand Hotel Villa D'Este,s902455@students.politu.it,7/25/1999,CJ62891361
902456,Giancarlo,Longo,Milano,s902456@students.politu.it,7/25/2001,WX30215813
902457,Ubalda ,Lombardo,Tossicia,s902457@students.politu.it,7/26/1992,QQ8246908
902458,Ferruccio,Fallaci,Porto Fuori,s902458@students.politu.it,7/26/1994,OX65775474
902459,Ernesta,Milani,Tortoreto Lido,s902459@students.politu.it,7/26/1994,ZJ73273498
902460,Camilla,Boni,Greve In Chianti,s902460@students.politu.it,7/26/1998,BH80341049
902461,Matteo,Toscano,Breda Di Piave,s902461@students.politu.it,7/26/1999,DW4080550
902462,Mario,Toscano,Cremolino,s902462@students.politu.it,7/26/2000,QB7031398
902463,Benigna,Pirozzi,Villanova Di Fossalta Di Portogruaro,s902463@students.politu.it,7/26/2001,DJ41098102
902464,Manuel,Udinese,Mitogio,s902464@students.politu.it,7/27/1992,LI34634180
902465,Isidoro,Pirozzi,Pergine Valsugana,s902465@students.politu.it,7/27/1994,KC29924680
902466,Amina,Davide,Cavallermaggiore,s902466@students.politu.it,7/27/1994,GX79982434
902467,Domenico,Greco,Taverna Di Schiavi Di Abruzzo,s902467@students.politu.it,7/27/1995,OP41752748
902468,Wilma,Pirozzi,Lido Spina,s902468@students.politu.it,7/27/1995,VP80109171
902469,Angela,Baresi,Mozzano,s902469@students.politu.it,7/27/1996,MS27101644
902470,Nicodemo,Udinesi,Ospitale Di Cadore,s902470@students.politu.it,7/27/1996,PK44381078
902471,Leardo,Lo Duca,Purello,s902471@students.politu.it,7/27/1997,DP37581059
902472,Adelaide,Barese,Montegrimano,s902472@students.politu.it,7/27/1997,HC7769900
902473,Liberato,Calabrese,Vicoli,s902473@students.politu.it,7/27/1998,DL0872162
902474,Giacinta,Mancini,Stipes,s902474@students.politu.it,7/28/1993,VG19372607
902475,Delmo,Lettiere,Carpadasco,s902475@students.politu.it,7/28/1994,TJ35740965
902476,Teresa,Ricci,Torre De' Picenardi,s902476@students.politu.it,7/28/1994,KO55400737
902477,Gilberto,Buccho,Sale Marasino,s902477@students.politu.it,7/28/1995,WX7807382
902478,Francesco,Beneventi,Salaparuta,s902478@students.politu.it,7/28/1995,VG37969505
902479,Ernesta,Calabrese,Salgareda,s902479@students.politu.it,7/28/1996,WL53967157
902480,Donatella,Palermo,Palena,s902480@students.politu.it,7/28/1997,XD75449941
902481,Lara ,Napolitani,Capoferro,s902481@students.politu.it,7/28/1997,CU73550921
902482,Crispino,Milani,Benedello,s902482@students.politu.it,7/28/1998,OI32727451
902483,Tiziana,Fallaci,Vigonza,s902483@students.politu.it,7/28/1999,YR47861740
902484,Averardo,Romani,Chiocchio,s902484@students.politu.it,7/28/1999,YQ50131646
902485,Elga,Lucciano,Bergamo,s902485@students.politu.it,7/28/1999,RA91574059
902486,Bonaventura,Onio,Fusine,s902486@students.politu.it,7/28/2001,HN94521299
902487,Carmelo,Trentini,Vinovo,s902487@students.politu.it,7/28/2001,ZD67411766
902488,Uberto,Gallo,Bando,s902488@students.politu.it,7/29/1998,AG36240667
902489,Gioia,Greece,Pratantico,s902489@students.politu.it,7/29/1998,BE42514055
902490,Germano,Gallo,Ziracco,s902490@students.politu.it,7/29/2000,IZ37743531
902491,Gustava,Ferri,Uri,s902491@students.politu.it,7/29/2001,YE57633593
902492,Delinda,Russo,Vejano,s902492@students.politu.it,7/30/1992,DX59700897
902493,Lucio,Napolitani,Conco,s902493@students.politu.it,7/30/1993,CJ70789741
902494,Artemia,Milani,Costa Masnaga,s902494@students.politu.it,7/30/1993,JH85700731
902495,Rodrigo,Longo,Santa Maria Coghinas,s902495@students.politu.it,7/30/1994,EA27941384
902496,Alfonsina,Calabresi,Casale,s902496@students.politu.it,7/30/1994,AM13914330
902497,Alessio,Romani,Torino,s902497@students.politu.it,7/30/1996,KP27203283
902498,Lelia,Bellucci,Camugnano,s902498@students.politu.it,7/30/1996,JJ54064764
902499,Emma,Milanesi,Colcavagno,s902499@students.politu.it,7/30/1998,EU9616408
902500,Alarico,Mazzanti,Barchi,s902500@students.politu.it,7/30/1998,YV85123722
902501,Gianni,Davide,Flecchia,s902501@students.politu.it,7/30/1998,AQ15007603
902502,Itala,Lorenzo,Caresanablot,s902502@students.politu.it,7/30/1998,VJ55435708
902503,Algiso,Rizzo,Castagnaro,s902503@students.politu.it,7/31/1993,HU69927385
902504,Giuditta,Angelo,Trenta,s902504@students.politu.it,7/31/1993,FN78187962
902505,Marco,Lombardi,Civitacampomarano,s902505@students.politu.it,7/31/1996,NA13306463
902506,Anita,Moretti,Riva Trigoso,s902506@students.politu.it,7/31/1996,EE6071071
902507,Maura,Calabrese,Lago,s902507@students.politu.it,7/31/1997,CV62121536
902508,Italo,Lombardi,Terzolas,s902508@students.politu.it,7/31/1998,SO61118424
902509,Viola,Romani,Bene Lario,s902509@students.politu.it,7/31/1998,FH19148385
902510,Medoro,Pinto,San Polo,s902510@students.politu.it,7/31/1999,NG87306965
902511,Galeazzo,Colombo,Santa Tecla,s902511@students.politu.it,7/31/1999,CX85229907
902512,Ugo,Davide,Pereta,s902512@students.politu.it,7/31/1999,VR59826665
902513,Geraldino,Onio,Mezzani,s902513@students.politu.it,7/31/2001,FO3341389
902514,Belinda,Pagnotto,Correggio,s902514@students.politu.it,8/13/1995,LE66143560
902515,Bacco,Greco,Torrione Di Salerno,s902515@students.politu.it,8/13/1995,SF53046523
902516,Galeazzo,Baresi,Proceno,s902516@students.politu.it,8/13/1996,FG21010593
902517,Tullio,Romano,Palermo,s902517@students.politu.it,8/13/1999,QL1271966
902518,Benedetto,Trevisano,Stelletanone,s902518@students.politu.it,8/13/1999,MH0518233
902519,Monica,Genovese,Cesinali,s902519@students.politu.it,8/13/1999,DQ55611907
902520,Giacinta,Udinese,Arquata Scrivia,s902520@students.politu.it,8/13/2001,BU71695869
902521,Adolfa,Ferrari,Fluminimaggiore,s902521@students.politu.it,8/13/2001,GI91275586
902522,Maria,Lucchese,San Severo,s902522@students.politu.it,8/13/2001,OR90580975
902523,Barnaba,Boni,Dorio,s902523@students.politu.it,8/14/1992,QW73863372
902524,Cecilia,Onio,Ginestra Sabina,s902524@students.politu.it,8/14/1992,OE24127890
902525,Gustava,Padovesi,Cimbergo,s902525@students.politu.it,8/14/1992,FQ35614483
902526,Demetrio,Lorenzo,Santa Maria Di Galeria,s902526@students.politu.it,8/14/1997,WD51300383
902527,Fioretta,Marcelo,Carpignano Salentino,s902527@students.politu.it,8/14/1998,WS36160264
902528,Algiso,Fanucci,Cagliari,s902528@students.politu.it,8/14/1999,PW38543192
902529,Clemente,Conti,Cerreto Di Spoleto,s902529@students.politu.it,8/15/1992,LO44048147
902530,Oronzo,Romano,Balzola,s902530@students.politu.it,8/15/1994,EC9670772
902531,Penelope,Marchesi,Cosoleto,s902531@students.politu.it,8/15/1995,PU65115189
902532,Libera,Trevisani,Gualdo Cattaneo,s902532@students.politu.it,8/15/1996,RA44433637
902533,Mara,Rizzo,Mediano,s902533@students.politu.it,8/15/2000,WZ22629392
902534,Carmine,Lettiere,Vocca,s902534@students.politu.it,8/15/2001,FU97937991
902535,Enza,Toscano,Volano,s902535@students.politu.it,8/16/1992,XY56461133
902536,Baldovino,Lori,Sampieri,s902536@students.politu.it,8/16/1992,ER47182361
902537,Marzio,Gallo,Chiusi Della Verna,s902537@students.politu.it,8/16/1995,LU6748287
902538,Rosita,Nucci,Grantorto,s902538@students.politu.it,8/16/1995,HY76137875
902539,Ninfa,Trentino,Grottammare,s902539@students.politu.it,8/16/1996,BN81322448
902540,Domenico,Pirozzi,Gradara,s902540@students.politu.it,8/16/1996,AV5098531
902541,Jolanda ,Fanucci,Virle Treponti,s902541@students.politu.it,8/16/1996,RH86502374
902542,Quadrato,Baresi,Pregnana Milanese,s902542@students.politu.it,8/16/1997,HS63225041
902543,Amaranto,Padovano,Valdengo,s902543@students.politu.it,8/16/1998,QA89583748
902544,Violetta,Zetticci,Oleggio Castello,s902544@students.politu.it,8/16/2001,YL35141821
902545,Raul,Giordano,Santa Caterina,s902545@students.politu.it,8/16/2001,LV69956483
902546,Lorna,Ricci,Masnago,s902546@students.politu.it,8/17/1994,FQ59718812
902547,Ausonio,Pugliesi,Modugno,s902547@students.politu.it,8/17/1995,PU93214036
902548,Cesarina,Calabresi,Roma,s902548@students.politu.it,8/17/1995,JS56826596
902549,Celeste,Russo,Fratterosa,s902549@students.politu.it,8/17/1996,AG43477655
902550,Adalgisio,Padovano,Trieste,s902550@students.politu.it,8/17/1998,LB94213538
902551,Romeo,Pirozzi,Sant'Alberto,s902551@students.politu.it,8/17/1999,JA84767025
902552,Giuliano,Lombardo,Affi,s902552@students.politu.it,8/17/2000,KA63030375
902553,Galileo,Lorenzo,Valleggia,s902553@students.politu.it,8/18/1992,OF18639878
902554,Galeazzo,Bianchi,Valle Talloria,s902554@students.politu.it,8/18/1993,NU79483252
902555,Clementina,Sal,Tramonti Di Sopra,s902555@students.politu.it,8/18/1994,MQ59359364
902556,Baldovino,Baresi,Rio Di Pusteria,s902556@students.politu.it,8/18/1996,WQ40935033
902557,Filiberto,Rossi,Serrada Di Folgaria,s902557@students.politu.it,8/18/1996,ZO92237708
902558,Alcide,DeRose,Sant'Apollinare Chietino,s902558@students.politu.it,8/19/1993,HW25902482
902559,Aleandro,Cremonesi,Festiona,s902559@students.politu.it,8/19/1994,NT15472926
902560,Libera,Sagese,Trignano Nel Frignano,s902560@students.politu.it,8/19/1997,WC96306170
902561,Alide,Iadanza,Montefino,s902561@students.politu.it,8/19/1998,SQ29038910
902562,Regolo,Trevisan,Mosso Santa Maria,s902562@students.politu.it,8/19/2000,HI41799517
902563,Olimpia,Trentini,Caravaggio,s902563@students.politu.it,8/19/2001,NH53081053
902564,Attilio,Trevisan,Desana,s902564@students.politu.it,8/20/1992,OR41620875
902565,Teresa,Trevisano,Giudecca,s902565@students.politu.it,8/20/1992,SG3076122
902566,Greta,Esposito,Pove Del Grappa,s902566@students.politu.it,8/20/1992,EB69164568
902567,Liviana,Genovese,Casoni,s902567@students.politu.it,8/20/1994,CF99010771
902568,Caterina,Cocci,Mandela,s902568@students.politu.it,8/20/1995,SS7298457
902569,Secondo,Lori,Rignano Bolognese,s902569@students.politu.it,8/20/1995,OO58737878
902570,Merigo,Milanesi,Bosco Di Corniglio,s902570@students.politu.it,8/20/1996,XM62533643
902571,Generoso,Marcelo,Giuliano Teatino,s902571@students.politu.it,8/20/1996,YH51901953
902572,Facino,Capon,Reggio Calabria,s902572@students.politu.it,8/20/1997,JD82555387
902573,Fabio,Dellucci,Monterotondo,s902573@students.politu.it,8/20/2000,XS98139130
902574,Giuseppe,Lucciano,Casoni,s902574@students.politu.it,8/20/2001,EF0793775
902575,Ausonio,Mazzi,Leonforte,s902575@students.politu.it,8/21/1992,EK49142359
902576,Espedito,Castiglione,Castelluccio,s902576@students.politu.it,8/21/1992,BL20770422
902577,Agostina,Mazzi,Montecorvino,s902577@students.politu.it,8/21/1994,KG13664848
902578,Piero,Trevisan,Parma,s902578@students.politu.it,8/21/1995,CW53012657
902579,Antonina,Lo Duca,Amola Di Piano,s902579@students.politu.it,8/21/1997,HB92195276
902580,Cornelio,Mancini,Asolo,s902580@students.politu.it,8/21/1997,AC3953626
902581,Adele,Davide,Pozzolo,s902581@students.politu.it,8/21/2000,WV0702635
902582,Quartilla ,Marino,Anterivo,s902582@students.politu.it,8/21/2001,FO10449919
902583,Rocco,Beneventi,Farneto,s902583@students.politu.it,8/21/2001,HY62859014
902584,Andrea,Cattaneo,Champorcher,s902584@students.politu.it,8/22/1992,SG61691264
902585,Delfina,Sal,Briatico,s902585@students.politu.it,8/22/1994,TX28191834
902586,Ivan,Sabbatini,Vignolo,s902586@students.politu.it,8/22/1994,VW71092427
902587,Agnese,Longo,Moresco,s902587@students.politu.it,8/22/1995,OG64741344
902588,Rodrigo,Palermo,Brembate Di Sopra,s902588@students.politu.it,8/22/1995,MZ93209764
902589,Franca,Loggia,Entratico,s902589@students.politu.it,8/22/1996,PG90898711
902590,Furio,Greco,Riano,s902590@students.politu.it,8/22/1997,YT49296897
902591,Gioacchina,Giordano,Olivarella,s902591@students.politu.it,8/22/1998,MV69193571
902592,Flaviano,Panicucci,Torino,s902592@students.politu.it,8/22/1999,AG25982175
902593,Olga,Manna,Inveruno,s902593@students.politu.it,8/23/1992,CC49833736
902594,Delma,Genovese,Monterotondo Stazione,s902594@students.politu.it,8/23/1992,IN21144324
902595,Algiso,Manfrin,Li Mori,s902595@students.politu.it,8/23/1992,HF65798052
902596,Pupa,Dellucci,Mazze,s902596@students.politu.it,8/23/1992,OL80189991
902597,Dario,Pagnotto,San Pellegrinetto,s902597@students.politu.it,8/23/1993,VP26914450
902598,Gaudenzia,Piazza,Cleto,s902598@students.politu.it,8/23/1995,EN99128514
902599,Amina,Trentini,San Pietro Belvedere,s902599@students.politu.it,8/23/1998,XU68086300
902600,Edgardo,Udinesi,Fontainemore,s902600@students.politu.it,8/23/2000,HB8203397
902601,Lucilla,Udinesi,Ceri,s902601@students.politu.it,8/23/2000,BK67233932
902602,Marta,Milanesi,Bevilacqua,s902602@students.politu.it,8/23/2000,AE18285561
902603,Tarquinia,Barese,Gera Lario,s902603@students.politu.it,8/23/2001,EB5752351
902604,Alma,Padovano,Lucito,s902604@students.politu.it,8/24/1994,QN54595721
902605,Fedra,Cremonesi,Torviscosa,s902605@students.politu.it,8/24/1999,VL71621878
902606,Alice,Fiorentini,Lonzano,s902606@students.politu.it,8/24/1999,SR73867022
902607,Daphne,Trevisano,Molina Aterno,s902607@students.politu.it,8/24/2001,YL83060626
902608,Celio,Genovese,Ludriano,s902608@students.politu.it,8/25/1996,OP6874489
902609,Clizia,Schiavone,Vagli Sotto,s902609@students.politu.it,8/25/2001,PU35769559
902610,Pupa,Toscani,Sorbolongo,s902610@students.politu.it,8/26/1993,OG70414293
902611,Olinto,Buccho,Godrano,s902611@students.politu.it,8/26/1994,VX1575910
902612,Ines,Padovano,Anoia Superiore,s902612@students.politu.it,8/26/1995,QI57452883
902613,Fedele,Schiavone,Massa Di Somma,s902613@students.politu.it,8/26/1995,ZJ65997760
